,"1","10","legal","60","5","93.1","6.9","1","10","legal","60","5","92.1","7.9","1","10","legal","60","5","93","7.000000000000001","1","10","legal","60","5","92.7","7.3","1","10","legal","60","5","93","7.000000000000001","1","10","legal","60","5","92.7","7.3","1","10","legal","60","5","92.2","7.8","1","10","legal","60","5","92.7","7.3","1","10","legal","60","5","92.7","7.3","1","10","legal","60","5","92.4","7.6"
,"2","10","legal","60","5","90.7","9.3","2","10","legal","60","5","87.8","12.2","2","10","legal","60","5","90.7","9.3","2","10","legal","60","5","87.7","12.3","2","10","legal","60","5","91.5","8.5","2","10","legal","60","5","91.1","8.9","2","10","legal","60","5","88.5","11.5","2","10","legal","60","5","88.2","11.799999999999999","2","10","legal","60","5","89.2","10.8","2","10","legal","60","5","88.3","11.700000000000001"
,"3","10","legal","60","5","86.7","13.3","3","10","legal","60","5","82.5","17.5","3","10","legal","60","5","87.4","12.6","3","10","legal","60","5","81.3","18.7","3","10","legal","60","5","87.8","12.2","3","10","legal","60","5","87.6","12.4","3","10","legal","60","5","83.2","16.8","3","10","legal","60","5","82.5","17.5","3","10","legal","60","5","84.3","15.7","3","10","legal","60","5","81.4","18.6"
,"4","10","legal","60","5","81","19","4","10","legal","60","5","75.6","24.4","4","10","legal","60","5","81.6","18.4","4","10","legal","60","5","74.2","25.8","4","10","legal","60","5","82.8","17.2","4","10","legal","60","5","81.4","18.6","4","10","legal","60","5","75.6","24.4","4","10","legal","60","5","76","24","4","10","legal","60","5","78","22","4","10","legal","60","5","74.8","25.2"
,"5","10","legal","60","5","73.5","26.5","5","10","legal","60","5","68.4","31.6","5","10","legal","60","5","73.2","26.8","5","10","legal","60","5","67.4","32.6","5","10","legal","60","5","76.8","23.200000000000003","5","10","legal","60","5","75.3","24.7","5","10","legal","60","5","67.5","32.5","5","10","legal","60","5","69.3","30.7","5","10","legal","60","5","70.4","29.599999999999998","5","10","legal","60","5","65.9","34.1"
,"6","10","legal","60","5","72.7","27.3","6","10","legal","60","5","66.9","33.1","6","10","legal","60","5","71.3","28.7","6","10","legal","60","5","65.30000000000001","34.699999999999996","6","10","legal","60","5","77.1","22.900000000000002","6","10","legal","60","5","73.8","26.200000000000003","6","10","legal","60","5","65.30000000000001","34.699999999999996","6","10","legal","60","5","66.6","33.4","6","10","legal","60","5","68.2","31.8","6","10","legal","60","5","64","36"
,"7","10","legal","60","5","63.4","36.6","7","10","legal","60","5","58.4","41.6","7","10","legal","60","5","63.3","36.7","7","10","legal","60","5","57.6","42.4","7","10","legal","60","5","68.7","31.3","7","10","legal","60","5","66.19999999999999","33.800000000000004","7","10","legal","60","5","58.2","41.8","7","10","legal","60","5","58.800000000000004","41.199999999999996","7","10","legal","60","5","60.6","39.4","7","10","legal","60","5","56.6","43.4"
,"8","10","legal","60","5","54.699999999999996","45.300000000000004","8","10","legal","60","5","49.1","50.9","8","10","legal","60","5","55.4","44.6","8","10","legal","60","5","49.4","50.6","8","10","legal","60","5","60.3","39.7","8","10","legal","60","5","58.5","41.5","8","10","legal","60","5","49.3","50.7","8","10","legal","60","5","50.2","49.8","8","10","legal","60","5","53.3","46.7","8","10","legal","60","5","49.1","50.9"
,"9","10","legal","60","5","47.9","52.1","9","10","legal","60","5","42.1","57.9","9","10","legal","60","5","47.699999999999996","52.300000000000004","9","10","legal","60","5","42.50000000000001","57.49999999999999","9","10","legal","60","5","53","47","9","10","legal","60","5","50.5","49.5","9","10","legal","60","5","42.400000000000006","57.599999999999994","9","10","legal","60","5","43.10000000000001","56.89999999999999","9","10","legal","60","5","46.9","53.1","9","10","legal","60","5","41.6","58.4"
,"10","10","legal","60","5","41.1","58.9","10","10","legal","60","5","35.3","64.7","10","10","legal","60","5","39.6","60.4","10","10","legal","60","5","37.1","62.9","10","10","legal","60","5","45.599999999999994","54.400000000000006","10","10","legal","60","5","43.00000000000001","56.99999999999999","10","10","legal","60","5","35.599999999999994","64.4","10","10","legal","60","5","37.5","62.5","10","10","legal","60","5","39.300000000000004","60.699999999999996","10","10","legal","60","5","35.3","64.7"
,"11","10","legal","60","5","39.800000000000004","60.199999999999996","11","10","legal","60","5","34.8","65.2","11","10","legal","60","5","38.1","61.9","11","10","legal","60","5","37.6","62.4","11","10","legal","60","5","43.2","56.8","11","10","legal","60","5","43.400000000000006","56.599999999999994","11","10","legal","60","5","35.39999999999999","64.60000000000001","11","10","legal","60","5","38.9","61.1","11","10","legal","60","5","39.4","60.6","11","10","legal","60","5","34.39999999999999","65.60000000000001"
,"12","10","legal","60","5","32.39999999999999","67.60000000000001","12","10","legal","60","5","29.700000000000003","70.3","12","10","legal","60","5","31.200000000000003","68.8","12","10","legal","60","5","33.39999999999999","66.60000000000001","12","10","legal","60","5","35.7","64.3","12","10","legal","60","5","37.1","62.9","12","10","legal","60","5","28.799999999999997","71.2","12","10","legal","60","5","31","69","12","10","legal","60","5","32","68","12","10","legal","60","5","28.5","71.5"
,"13","10","legal","60","5","27.900000000000006","72.1","13","10","legal","60","5","22.700000000000003","77.3","13","10","legal","60","5","25.5","74.5","13","10","legal","60","5","26.799999999999997","73.2","13","10","legal","60","5","29.5","70.5","13","10","legal","60","5","31.5","68.5","13","10","legal","60","5","23.299999999999997","76.7","13","10","legal","60","5","26.799999999999997","73.2","13","10","legal","60","5","25.700000000000003","74.3","13","10","legal","60","5","23.700000000000003","76.3"
,"14","10","legal","60","5","23.5","76.5","14","10","legal","60","5","18.89999999999999","81.10000000000001","14","10","legal","60","5","20.099999999999994","79.9","14","10","legal","60","5","22.299999999999997","77.7","14","10","legal","60","5","24.299999999999997","75.7","14","10","legal","60","5","25.200000000000003","74.8","14","10","legal","60","5","19.099999999999994","80.9","14","10","legal","60","5","21.599999999999994","78.4","14","10","legal","60","5","21.5","78.5","14","10","legal","60","5","18.700000000000003","81.3"
,"15","10","legal","60","5","19","81","15","10","legal","60","5","16.400000000000006","83.6","15","10","legal","60","5","16.60000000000001","83.39999999999999","15","10","legal","60","5","18.799999999999997","81.2","15","10","legal","60","5","20.19999999999999","79.80000000000001","15","10","legal","60","5","20","80","15","10","legal","60","5","15.200000000000003","84.8","15","10","legal","60","5","16.900000000000006","83.1","15","10","legal","60","5","17.5","82.5","15","10","legal","60","5","15.900000000000006","84.1"
,"16","10","legal","60","5","22","78","16","10","legal","60","5","18.700000000000003","81.3","16","10","legal","60","5","19.299999999999997","80.7","16","10","legal","60","5","20.89999999999999","79.10000000000001","16","10","legal","60","5","23.200000000000003","76.8","16","10","legal","60","5","21.700000000000003","78.3","16","10","legal","60","5","17.80000000000001","82.19999999999999","16","10","legal","60","5","19.89999999999999","80.10000000000001","16","10","legal","60","5","19.5","80.5","16","10","legal","60","5","19.799999999999997","80.2"
,"17","10","legal","60","5","17.80000000000001","82.19999999999999","17","10","legal","60","5","14.099999999999994","85.9","17","10","legal","60","5","15.200000000000003","84.8","17","10","legal","60","5","17.60000000000001","82.39999999999999","17","10","legal","60","5","17.900000000000006","82.1","17","10","legal","60","5","17.700000000000003","82.3","17","10","legal","60","5","14.799999999999997","85.2","17","10","legal","60","5","15","85","17","10","legal","60","5","15.5","84.5","17","10","legal","60","5","15.5","84.5"
,"18","10","legal","60","5","14.5","85.5","18","10","legal","60","5","10.900000000000006","89.1","18","10","legal","60","5","11.5","88.5","18","10","legal","60","5","13.900000000000006","86.1","18","10","legal","60","5","13.799999999999997","86.2","18","10","legal","60","5","14","86","18","10","legal","60","5","11.5","88.5","18","10","legal","60","5","12","88","18","10","legal","60","5","12.400000000000006","87.6","18","10","legal","60","5","13.299999999999997","86.7"
,"19","10","legal","60","5","11.700000000000003","88.3","19","10","legal","60","5","7.8999999999999915","92.10000000000001","19","10","legal","60","5","9.599999999999994","90.4","19","10","legal","60","5","10.700000000000003","89.3","19","10","legal","60","5","11.299999999999997","88.7","19","10","legal","60","5","10.299999999999997","89.7","19","10","legal","60","5","8.899999999999991","91.10000000000001","19","10","legal","60","5","9.5","90.5","19","10","legal","60","5","9.799999999999997","90.2","19","10","legal","60","5","10.599999999999994","89.4"
,"20","10","legal","60","5","9.5","90.5","20","10","legal","60","5","6","94","20","10","legal","60","5","7.5","92.5","20","10","legal","60","5","8.599999999999994","91.4","20","10","legal","60","5","9.700000000000003","90.3","20","10","legal","60","5","8.5","91.5","20","10","legal","60","5","7.5","92.5","20","10","legal","60","5","7.199999999999989","92.80000000000001","20","10","legal","60","5","7.299999999999997","92.7","20","10","legal","60","5","8.799999999999997","91.2"
,"21","10","legal","60","5","13.400000000000006","86.6","21","10","legal","60","5","10.599999999999994","89.4","21","10","legal","60","5","11.900000000000006","88.1","21","10","legal","60","5","13.5","86.5","21","10","legal","60","5","14.299999999999997","85.7","21","10","legal","60","5","13.200000000000003","86.8","21","10","legal","60","5","11.700000000000003","88.3","21","10","legal","60","5","11.700000000000003","88.3","21","10","legal","60","5","11.700000000000003","88.3","21","10","legal","60","5","13.099999999999994","86.9"
,"22","10","legal","60","5","10.200000000000003","89.8","22","10","legal","60","5","7.8999999999999915","92.10000000000001","22","10","legal","60","5","9","91","22","10","legal","60","5","10.599999999999994","89.4","22","10","legal","60","5","11.599999999999994","88.4","22","10","legal","60","5","9.200000000000003","90.8","22","10","legal","60","5","9.299999999999997","90.7","22","10","legal","60","5","9.099999999999994","90.9","22","10","legal","60","5","8.700000000000003","91.3","22","10","legal","60","5","10","90"
,"23","10","legal","60","5","8.200000000000003","91.8","23","10","legal","60","5","6.3999999999999915","93.60000000000001","23","10","legal","60","5","7.199999999999989","92.80000000000001","23","10","legal","60","5","8.799999999999997","91.2","23","10","legal","60","5","8.5","91.5","23","10","legal","60","5","6.8999999999999915","93.10000000000001","23","10","legal","60","5","7.299999999999997","92.7","23","10","legal","60","5","6.5","93.5","23","10","legal","60","5","6.699999999999989","93.30000000000001","23","10","legal","60","5","7.699999999999989","92.30000000000001"
,"24","10","legal","60","5","6.299999999999997","93.7","24","10","legal","60","5","5.200000000000003","94.8","24","10","legal","60","5","5","95","24","10","legal","60","5","6.299999999999997","93.7","24","10","legal","60","5","6.699999999999989","93.30000000000001","24","10","legal","60","5","5.6000000000000085","94.39999999999999","24","10","legal","60","5","6","94","24","10","legal","60","5","4.5","95.5","24","10","legal","60","5","5.6000000000000085","94.39999999999999","24","10","legal","60","5","5.400000000000006","94.6"
,"25","10","legal","60","5","5.300000000000011","94.69999999999999","25","10","legal","60","5","4.299999999999997","95.7","25","10","legal","60","5","4.1000000000000085","95.89999999999999","25","10","legal","60","5","4.1000000000000085","95.89999999999999","25","10","legal","60","5","5.5","94.5","25","10","legal","60","5","4.5","95.5","25","10","legal","60","5","5.1000000000000085","94.89999999999999","25","10","legal","60","5","3.5","96.5","25","10","legal","60","5","4.200000000000003","95.8","25","10","legal","60","5","4.1000000000000085","95.89999999999999"
,"26","10","legal","60","5","9.899999999999991","90.10000000000001","26","10","legal","60","5","9.299999999999997","90.7","26","10","legal","60","5","9","91","26","10","legal","60","5","9","91","26","10","legal","60","5","10.799999999999997","89.2","26","10","legal","60","5","9.799999999999997","90.2","26","10","legal","60","5","9.599999999999994","90.4","26","10","legal","60","5","9","91","26","10","legal","60","5","9.599999999999994","90.4","26","10","legal","60","5","8.700000000000003","91.3"
,"27","10","legal","60","5","7.699999999999989","92.30000000000001","27","10","legal","60","5","6.599999999999994","93.4","27","10","legal","60","5","6.599999999999994","93.4","27","10","legal","60","5","6.799999999999997","93.2","27","10","legal","60","5","8.799999999999997","91.2","27","10","legal","60","5","7.299999999999997","92.7","27","10","legal","60","5","6.599999999999994","93.4","27","10","legal","60","5","6.3999999999999915","93.60000000000001","27","10","legal","60","5","6.299999999999997","93.7","27","10","legal","60","5","6.8999999999999915","93.10000000000001"
,"28","10","legal","60","5","5.700000000000003","94.3","28","10","legal","60","5","4.6000000000000085","95.39999999999999","28","10","legal","60","5","5.5","94.5","28","10","legal","60","5","5.400000000000006","94.6","28","10","legal","60","5","7.099999999999994","92.9","28","10","legal","60","5","6.299999999999997","93.7","28","10","legal","60","5","4.900000000000006","95.1","28","10","legal","60","5","4.5","95.5","28","10","legal","60","5","4.700000000000003","95.3","28","10","legal","60","5","5.200000000000003","94.8"
,"29","10","legal","60","5","4.1000000000000085","95.89999999999999","29","10","legal","60","5","3.700000000000003","96.3","29","10","legal","60","5","4","96","29","10","legal","60","5","3.799999999999997","96.2","29","10","legal","60","5","5.800000000000011","94.19999999999999","29","10","legal","60","5","5.5","94.5","29","10","legal","60","5","3.5","96.5","29","10","legal","60","5","3.700000000000003","96.3","29","10","legal","60","5","3.4000000000000057","96.6","29","10","legal","60","5","3.6000000000000085","96.39999999999999"
,"30","10","legal","60","5","3.4000000000000057","96.6","30","10","legal","60","5","3","97","30","10","legal","60","5","3.5","96.5","30","10","legal","60","5","3.200000000000003","96.8","30","10","legal","60","5","4.299999999999997","95.7","30","10","legal","60","5","4.200000000000003","95.8","30","10","legal","60","5","2.700000000000003","97.3","30","10","legal","60","5","3","97","30","10","legal","60","5","2.700000000000003","97.3","30","10","legal","60","5","2.5","97.5"
,"31","10","legal","60","5","8.799999999999997","91.2","31","10","legal","60","5","7.799999999999997","92.2","31","10","legal","60","5","9.099999999999994","90.9","31","10","legal","60","5","8.799999999999997","91.2","31","10","legal","60","5","9.299999999999997","90.7","31","10","legal","60","5","8.899999999999991","91.10000000000001","31","10","legal","60","5","7.8999999999999915","92.10000000000001","31","10","legal","60","5","8.299999999999997","91.7","31","10","legal","60","5","7.799999999999997","92.2","31","10","legal","60","5","8","92"
,"32","10","legal","60","5","6.599999999999994","93.4","32","10","legal","60","5","5.200000000000003","94.8","32","10","legal","60","5","6.3999999999999915","93.60000000000001","32","10","legal","60","5","6.299999999999997","93.7","32","10","legal","60","5","7.099999999999994","92.9","32","10","legal","60","5","6.8999999999999915","93.10000000000001","32","10","legal","60","5","5.700000000000003","94.3","32","10","legal","60","5","6.299999999999997","93.7","32","10","legal","60","5","5.300000000000011","94.69999999999999","32","10","legal","60","5","6.200000000000003","93.8"
,"33","10","legal","60","5","5.300000000000011","94.69999999999999","33","10","legal","60","5","4.6000000000000085","95.39999999999999","33","10","legal","60","5","5.1000000000000085","94.89999999999999","33","10","legal","60","5","5.1000000000000085","94.89999999999999","33","10","legal","60","5","5.400000000000006","94.6","33","10","legal","60","5","5.300000000000011","94.69999999999999","33","10","legal","60","5","4","96","33","10","legal","60","5","4.400000000000006","95.6","33","10","legal","60","5","3.700000000000003","96.3","33","10","legal","60","5","4.400000000000006","95.6"
,"34","10","legal","60","5","4.1000000000000085","95.89999999999999","34","10","legal","60","5","2.6000000000000085","97.39999999999999","34","10","legal","60","5","3.799999999999997","96.2","34","10","legal","60","5","3.799999999999997","96.2","34","10","legal","60","5","4.1000000000000085","95.89999999999999","34","10","legal","60","5","4.700000000000003","95.3","34","10","legal","60","5","2.799999999999997","97.2","34","10","legal","60","5","3.200000000000003","96.8","34","10","legal","60","5","3","97","34","10","legal","60","5","3.799999999999997","96.2"
,"35","10","legal","60","5","3.1000000000000085","96.89999999999999","35","10","legal","60","5","2.1000000000000085","97.89999999999999","35","10","legal","60","5","2.700000000000003","97.3","35","10","legal","60","5","2.9000000000000057","97.1","35","10","legal","60","5","3.6000000000000085","96.39999999999999","35","10","legal","60","5","3.799999999999997","96.2","35","10","legal","60","5","2","98","35","10","legal","60","5","2.4000000000000057","97.6","35","10","legal","60","5","2.4000000000000057","97.6","35","10","legal","60","5","3.200000000000003","96.8"
,"36","10","legal","60","5","8.599999999999994","91.4","36","10","legal","60","5","7.599999999999994","92.4","36","10","legal","60","5","8.099999999999994","91.9","36","10","legal","60","5","8.299999999999997","91.7","36","10","legal","60","5","8.899999999999991","91.10000000000001","36","10","legal","60","5","9.200000000000003","90.8","36","10","legal","60","5","7.3999999999999915","92.60000000000001","36","10","legal","60","5","8.200000000000003","91.8","36","10","legal","60","5","7.799999999999997","92.2","36","10","legal","60","5","8.5","91.5"
,"37","10","legal","60","5","6.799999999999997","93.2","37","10","legal","60","5","5.5","94.5","37","10","legal","60","5","6","94","37","10","legal","60","5","6.1000000000000085","93.89999999999999","37","10","legal","60","5","6.299999999999997","93.7","37","10","legal","60","5","6.1000000000000085","93.89999999999999","37","10","legal","60","5","5.800000000000011","94.19999999999999","37","10","legal","60","5","6.1000000000000085","93.89999999999999","37","10","legal","60","5","6.1000000000000085","93.89999999999999","37","10","legal","60","5","6.200000000000003","93.8"
,"38","10","legal","60","5","5.400000000000006","94.6","38","10","legal","60","5","3.700000000000003","96.3","38","10","legal","60","5","4.400000000000006","95.6","38","10","legal","60","5","4.6000000000000085","95.39999999999999","38","10","legal","60","5","4.299999999999997","95.7","38","10","legal","60","5","4","96","38","10","legal","60","5","3.5","96.5","38","10","legal","60","5","4.700000000000003","95.3","38","10","legal","60","5","4.400000000000006","95.6","38","10","legal","60","5","4.299999999999997","95.7"
,"39","10","legal","60","5","4.1000000000000085","95.89999999999999","39","10","legal","60","5","3","97","39","10","legal","60","5","2.9000000000000057","97.1","39","10","legal","60","5","3.6000000000000085","96.39999999999999","39","10","legal","60","5","3.299999999999997","96.7","39","10","legal","60","5","3.200000000000003","96.8","39","10","legal","60","5","2.5","97.5","39","10","legal","60","5","3.9000000000000057","96.1","39","10","legal","60","5","3.700000000000003","96.3","39","10","legal","60","5","3.200000000000003","96.8"
,"40","10","legal","60","5","2.6000000000000085","97.39999999999999","40","10","legal","60","5","2.299999999999997","97.7","40","10","legal","60","5","1.9000000000000057","98.1","40","10","legal","60","5","2.4000000000000057","97.6","40","10","legal","60","5","2.6000000000000085","97.39999999999999","40","10","legal","60","5","2.4000000000000057","97.6","40","10","legal","60","5","2","98","40","10","legal","60","5","3.1000000000000085","96.89999999999999","40","10","legal","60","5","3","97","40","10","legal","60","5","2.5","97.5"
,"41","10","legal","60","5","7.8999999999999915","92.10000000000001","41","10","legal","60","5","7.699999999999989","92.30000000000001","41","10","legal","60","5","7.5","92.5","41","10","legal","60","5","7.299999999999997","92.7","41","10","legal","60","5","8.099999999999994","91.9","41","10","legal","60","5","8.099999999999994","91.9","41","10","legal","60","5","7.8999999999999915","92.10000000000001","41","10","legal","60","5","7.599999999999994","92.4","41","10","legal","60","5","8.399999999999991","91.60000000000001","41","10","legal","60","5","7.8999999999999915","92.10000000000001"
,"42","10","legal","60","5","5.6000000000000085","94.39999999999999","42","10","legal","60","5","5.800000000000011","94.19999999999999","42","10","legal","60","5","5.5","94.5","42","10","legal","60","5","5.700000000000003","94.3","42","10","legal","60","5","5.800000000000011","94.19999999999999","42","10","legal","60","5","6.1000000000000085","93.89999999999999","42","10","legal","60","5","5.300000000000011","94.69999999999999","42","10","legal","60","5","5.800000000000011","94.19999999999999","42","10","legal","60","5","6.200000000000003","93.8","42","10","legal","60","5","6.3999999999999915","93.60000000000001"
,"43","10","legal","60","5","4.400000000000006","95.6","43","10","legal","60","5","4.299999999999997","95.7","43","10","legal","60","5","3.9000000000000057","96.1","43","10","legal","60","5","4","96","43","10","legal","60","5","4.400000000000006","95.6","43","10","legal","60","5","4.800000000000011","95.19999999999999","43","10","legal","60","5","4.299999999999997","95.7","43","10","legal","60","5","4.400000000000006","95.6","43","10","legal","60","5","4.6000000000000085","95.39999999999999","43","10","legal","60","5","5.400000000000006","94.6"
,"44","10","legal","60","5","3.200000000000003","96.8","44","10","legal","60","5","3.200000000000003","96.8","44","10","legal","60","5","2.299999999999997","97.7","44","10","legal","60","5","2.9000000000000057","97.1","44","10","legal","60","5","3.799999999999997","96.2","44","10","legal","60","5","4","96","44","10","legal","60","5","3","97","44","10","legal","60","5","3.4000000000000057","96.6","44","10","legal","60","5","3.5","96.5","44","10","legal","60","5","3.799999999999997","96.2"
,"45","10","legal","60","5","2.6000000000000085","97.39999999999999","45","10","legal","60","5","2.4000000000000057","97.6","45","10","legal","60","5","1.9000000000000057","98.1","45","10","legal","60","5","2","98","45","10","legal","60","5","2.6000000000000085","97.39999999999999","45","10","legal","60","5","3.200000000000003","96.8","45","10","legal","60","5","2.200000000000003","97.8","45","10","legal","60","5","2.6000000000000085","97.39999999999999","45","10","legal","60","5","2.799999999999997","97.2","45","10","legal","60","5","2.9000000000000057","97.1"
,"46","10","legal","60","5","8","92","46","10","legal","60","5","7.699999999999989","92.30000000000001","46","10","legal","60","5","7.199999999999989","92.80000000000001","46","10","legal","60","5","7.699999999999989","92.30000000000001","46","10","legal","60","5","7.799999999999997","92.2","46","10","legal","60","5","8.099999999999994","91.9","46","10","legal","60","5","7","93","46","10","legal","60","5","8.200000000000003","91.8","46","10","legal","60","5","8.099999999999994","91.9","46","10","legal","60","5","8.299999999999997","91.7"
,"47","10","legal","60","5","5.800000000000011","94.19999999999999","47","10","legal","60","5","5.400000000000006","94.6","47","10","legal","60","5","4.5","95.5","47","10","legal","60","5","5.800000000000011","94.19999999999999","47","10","legal","60","5","5","95","47","10","legal","60","5","6.1000000000000085","93.89999999999999","47","10","legal","60","5","4.800000000000011","95.19999999999999","47","10","legal","60","5","6.200000000000003","93.8","47","10","legal","60","5","5.900000000000006","94.1","47","10","legal","60","5","5.700000000000003","94.3"
,"48","10","legal","60","5","3.9000000000000057","96.1","48","10","legal","60","5","4","96","48","10","legal","60","5","3.200000000000003","96.8","48","10","legal","60","5","3.700000000000003","96.3","48","10","legal","60","5","3.700000000000003","96.3","48","10","legal","60","5","4.800000000000011","95.19999999999999","48","10","legal","60","5","3.700000000000003","96.3","48","10","legal","60","5","4.6000000000000085","95.39999999999999","48","10","legal","60","5","4.700000000000003","95.3","48","10","legal","60","5","4.1000000000000085","95.89999999999999"
