"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"null"
"exp1_baseline"
"08/07/2026 20:13:58:949 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","treatment","targeting-mode","network-type","p0","num-nodes","ba-m","ws-rewire-prob","beta0","amplification","super-ratio","legal-strength","legal-response-time","legal-accuracy","platform-accuracy","platform-speed","lambda-weight","max-ticks","[step]","effectiveness","over-removal-rate","net-effectiveness","removal-precision","error-rate","current-pollution-rate","count-wrongly-removed","deleted-count","false-deleted"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0","0","0","0","0","100","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0","0","0","0","0","100","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","44","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","0.7999999999999972","0","0.7999999999999972","0","0","99.2","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","45","0","0","0","0","0","100","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","40","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","70","0","70","0","0","30","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","46","0","0","0","0","0","100","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","41","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","47","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","42","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","70","0","70","0","0","30","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","63","0","63","0","0","37","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","52.900000000000006","0","52.900000000000006","0","0","47.099999999999994","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","62.8","0","62.8","0","0","37.2","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","44","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"14","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","54.199999999999996","0","54.199999999999996","0","0","45.800000000000004","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","45","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","44.599999999999994","0","44.599999999999994","0","0","55.400000000000006","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","46","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","36.4","0","36.4","0","0","63.6","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","44.699999999999996","0","44.699999999999996","0","0","55.300000000000004","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","47","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","37.3","0","37.3","0","0","62.7","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","30","0","30","0","0","70","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","30.700000000000003","0","30.700000000000003","0","0","69.3","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","24.599999999999994","0","24.599999999999994","0","0","75.4","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","20.89999999999999","0","20.89999999999999","0","0","79.10000000000001","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","23.900000000000006","0","23.900000000000006","0","0","76.1","0","0","0"
"15","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","40","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","41","0","0","0","0","0","100","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","42","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","16.60000000000001","0","16.60000000000001","0","0","83.39999999999999","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","20","0","20","0","0","80","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","13","0","13","0","0","87","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","11.200000000000003","0","11.200000000000003","0","0","88.8","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","17","0","17","0","0","83","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","70","0","70","0","0","30","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","44","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","8.799999999999997","0","8.799999999999997","0","0","91.2","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","61.9","0","61.9","0","0","38.1","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","13.299999999999997","0","13.299999999999997","0","0","86.7","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","45","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","6.8999999999999915","0","6.8999999999999915","0","0","93.10000000000001","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","55","0","55","0","0","45","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","46","0","0","0","0","0","100","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","5.900000000000006","0","5.900000000000006","0","0","94.1","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","10.700000000000003","0","10.700000000000003","0","0","89.3","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","47","0","0","0","0","0","100","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","47.099999999999994","0","47.099999999999994","0","0","52.900000000000006","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0","0","0","0","0","100","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","4.700000000000003","0","4.700000000000003","0","0","95.3","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","9.200000000000003","0","9.200000000000003","0","0","90.8","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","37.2","0","37.2","0","0","62.8","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","3.9000000000000057","0","3.9000000000000057","0","0","96.1","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0","0","0","0","0","100","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","6.8999999999999915","0","6.8999999999999915","0","0","93.10000000000001","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"16","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0","0","0","0","0","100","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","31.10000000000001","0","31.10000000000001","0","0","68.89999999999999","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","3.5","0","3.5","0","0","96.5","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","2.299999999999997","0","2.299999999999997","0","0","97.7","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","5.400000000000006","0","5.400000000000006","0","0","94.6","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","26.5","0","26.5","0","0","73.5","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","2","0","2","0","0","98","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","40","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","41","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","4.700000000000003","0","4.700000000000003","0","0","95.3","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","1.4000000000000057","0","1.4000000000000057","0","0","98.6","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","42","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","22.700000000000003","0","22.700000000000003","0","0","77.3","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","1.2000000000000028","0","1.2000000000000028","0","0","98.8","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","3.799999999999997","0","3.799999999999997","0","0","96.2","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","18.60000000000001","0","18.60000000000001","0","0","81.39999999999999","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.7999999999999972","0","0.7999999999999972","0","0","99.2","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","44","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.5","0","0.5","0","0","99.5","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","3.1000000000000085","0","3.1000000000000085","0","0","96.89999999999999","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","14.900000000000006","0","14.900000000000006","0","0","85.1","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.5","0","0.5","0","0","99.5","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","2.4000000000000057","0","2.4000000000000057","0","0","97.6","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","12.299999999999997","0","12.299999999999997","0","0","87.7","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","9.799999999999997","0","9.799999999999997","0","0","90.2","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","2.4000000000000057","0","2.4000000000000057","0","0","97.6","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","45","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","1.9000000000000057","0","1.9000000000000057","0","0","98.1","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","46","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","7.799999999999997","0","7.799999999999997","0","0","92.2","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","50","0","50","0","0","50","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","1.7000000000000028","0","1.7000000000000028","0","0","98.3","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","47","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","6","0","6","0","0","94","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","42.7","0","42.7","0","0","57.3","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","1.4000000000000057","0","1.4000000000000057","0","0","98.6","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","1.0999999999999943","0","1.0999999999999943","0","0","98.9","0","0","0"
"17","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.9000000000000057","0","0.9000000000000057","0","0","99.1","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","4.800000000000011","0","4.800000000000011","0","0","95.19999999999999","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","34.7","0","34.7","0","0","65.3","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"22","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","50","0","50","0","0","50","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","4.1000000000000085","0","4.1000000000000085","0","0","95.89999999999999","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","29.80000000000001","0","29.80000000000001","0","0","70.19999999999999","0","0","0"
"22","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","41.7","0","41.7","0","0","58.3","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.5","0","0.5","0","0","99.5","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","3.5","0","3.5","0","0","96.5","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","23.200000000000003","0","23.200000000000003","0","0","76.8","0","0","0"
"22","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","32.099999999999994","0","32.099999999999994","0","0","67.9","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.5","0","0.5","0","0","99.5","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"22","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","26.799999999999997","0","26.799999999999997","0","0","73.2","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","18.60000000000001","0","18.60000000000001","0","0","81.39999999999999","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","1.7999999999999972","0","1.7999999999999972","0","0","98.2","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.5","0","0.5","0","0","99.5","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","14.700000000000003","0","14.700000000000003","0","0","85.3","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"22","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","19.799999999999997","0","19.799999999999997","0","0","80.2","0","0","0"
"20","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","1.5","0","1.5","0","0","98.5","0","0","0"
"18","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"21","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","11.400000000000006","0","11.400000000000006","0","0","88.6","0","0","0"
"19","none","targeted","BA","30","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
