"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"null"
"exp7b_scale-check(b)"
"08/07/2026 20:17:48:684 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","treatment","targeting-mode","network-type","p0","num-nodes","legal-strength","legal-response-time","legal-accuracy","platform-accuracy","platform-speed","ba-m","ws-rewire-prob","beta0","amplification","super-ratio","lambda-weight","max-ticks","[step]","effectiveness","over-removal-rate","net-effectiveness","removal-precision","error-rate","current-pollution-rate","count-wrongly-removed","deleted-count","false-deleted","mean-degree","max-degree","degree-sd","count-isolates","mean-super-degree","legal-load","audit-load"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","5","54.339999999999996","0","54.339999999999996","0","0","45.660000000000004","0","0","0","3.9988","186","5.912815812975173","0","46.5","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","2","53.599999999999994","0","53.599999999999994","0","0","46.400000000000006","0","0","0","3.9988","225","6.758604464448453","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","3","72.74","0","72.74","0","0","27.26","0","0","0","3.9988","167","6.09266958603027","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","6","44.8","0","44.8","0","0","55.2","0","0","0","3.9988","191","5.96857800021661","0","45.16","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","2","51.9","0","51.9","0","0","48.1","0","0","0","3.9988","158","5.830951771341656","0","45.58","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","38.12","0","38.12","0","0","61.88","0","0","0","3.9988","150","5.904351855552599","0","46.22","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","4","64.6","0","64.6","0","0","35.4","0","0","0","3.9988","167","6.09266958603024","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","37.339999999999996","0","37.339999999999996","0","0","62.660000000000004","0","0","0","3.9988","191","5.968578000216635","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","3","44.9","0","44.9","0","0","55.1","0","0","0","3.9988","225","6.7586044644484735","0","50.4","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","6","46.26","0","46.26","0","0","53.74","0","0","0","3.9988","186","5.912815812975153","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","31.679999999999993","0","31.679999999999993","0","0","68.32000000000001","0","0","0","3.9988","150","5.90435185555266","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","30.97999999999999","0","30.97999999999999","0","0","69.02000000000001","0","0","0","3.9988","191","5.96857800021664","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","5","55.84","0","55.84","0","0","44.16","0","0","0","3.9988","167","6.092669586030278","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","3","42.800000000000004","0","42.800000000000004","0","0","57.199999999999996","0","0","0","3.9988","158","5.830951771341709","0","45.58","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","4","36.68","0","36.68","0","0","63.32","0","0","0","3.9988","225","6.758604464448479","0","50.4","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","39.14","0","39.14","0","0","60.86","0","0","0","3.9988","186","5.912815812975114","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","26.38000000000001","0","26.38000000000001","0","0","73.61999999999999","0","0","0","3.9988","150","5.904351855552659","0","46.22","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","6","48.1","0","48.1","0","0","51.9","0","0","0","3.9988","167","6.092669586030269","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","25.78","0","25.78","0","0","74.22","0","0","0","3.9988","191","5.96857800021667","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","5","29.36","0","29.36","0","0","70.64","0","0","0","3.9988","225","6.758604464448437","0","50.4","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","4","35.64","0","35.64","0","0","64.36","0","0","0","3.9988","158","5.830951771341741","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","32.36","0","32.36","0","0","67.64","0","0","0","3.9988","186","5.91281581297514","0","46.5","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","40.54","0","40.54","0","0","59.46","0","0","0","3.9988","167","6.09266958603026","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","5","28.680000000000007","0","28.680000000000007","0","0","71.32","0","0","0","3.9988","158","5.830951771341695","0","45.58","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","21.760000000000005","0","21.760000000000005","0","0","78.24","0","0","0","3.9988","150","5.9043518555526635","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","20.78","0","20.78","0","0","79.22","0","0","0","3.9988","191","5.96857800021667","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","6","23.819999999999993","0","23.819999999999993","0","0","76.18","0","0","0","3.9988","225","6.758604464448424","0","50.4","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","26.620000000000005","0","26.620000000000005","0","0","73.38","0","0","0","3.9988","186","5.912815812975133","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","17.820000000000007","0","17.820000000000007","0","0","82.17999999999999","0","0","0","3.9988","150","5.904351855552614","0","46.22","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","18.959999999999994","0","18.959999999999994","0","0","81.04","0","0","0","3.9988","225","6.758604464448444","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","33.44","0","33.44","0","0","66.56","0","0","0","3.9988","167","6.092669586030231","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","16.75999999999999","0","16.75999999999999","0","0","83.24000000000001","0","0","0","3.9988","191","5.968578000216676","0","45.16","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","6","22.92","0","22.92","0","0","77.08","0","0","0","3.9988","158","5.8309517713417245","0","45.58","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","28.019999999999996","0","28.019999999999996","0","0","71.98","0","0","0","3.9988","167","6.092669586030291","0","45.34","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","14.600000000000009","0","14.600000000000009","0","0","85.39999999999999","0","0","0","3.9988","150","5.904351855552631","0","46.22","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","21.89999999999999","0","21.89999999999999","0","0","78.10000000000001","0","0","0","3.9988","186","5.912815812975107","0","46.5","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","15.319999999999993","0","15.319999999999993","0","0","84.68","0","0","0","3.9988","225","6.758604464448436","0","50.4","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","7","18.72","0","18.72","0","0","81.28","0","0","0","3.9988","158","5.830951771341711","0","45.58","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","13.38000000000001","0","13.38000000000001","0","0","86.61999999999999","0","0","0","3.9988","191","5.968578000216645","0","45.16","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","18.36","0","18.36","0","0","81.64","0","0","0","3.9988","186","5.9128158129751025","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","11.939999999999998","0","11.939999999999998","0","0","88.06","0","0","0","3.9988","150","5.904351855552681","0","46.22","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","22.58","0","22.58","0","0","77.42","0","0","0","3.9988","167","6.0926695860302384","0","45.34","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","12.319999999999993","0","12.319999999999993","0","0","87.68","0","0","0","3.9988","225","6.758604464448444","0","50.4","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","8","14.780000000000001","0","14.780000000000001","0","0","85.22","0","0","0","3.9988","158","5.830951771341713","0","45.58","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","11.099999999999994","0","11.099999999999994","0","0","88.9","0","0","0","3.9988","191","5.968578000216614","0","45.16","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","9.780000000000001","0","9.780000000000001","0","0","90.22","0","0","0","3.9988","150","5.904351855552624","0","46.22","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","18.260000000000005","0","18.260000000000005","0","0","81.74","0","0","0","3.9988","167","6.092669586030225","0","45.34","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","10.040000000000006","0","10.040000000000006","0","0","89.96","0","0","0","3.9988","225","6.758604464448452","0","50.4","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","15.14","0","15.14","0","0","84.86","0","0","0","3.9988","186","5.912815812975111","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","7.920000000000002","0","7.920000000000002","0","0","92.08","0","0","0","3.9988","150","5.904351855552601","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","9.019999999999996","0","9.019999999999996","0","0","90.98","0","0","0","3.9988","191","5.9685780002166124","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","14.840000000000003","0","14.840000000000003","0","0","85.16","0","0","0","3.9988","167","6.092669586030239","0","45.34","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","7.8799999999999955","0","7.8799999999999955","0","0","92.12","0","0","0","3.9988","225","6.758604464448453","0","50.4","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","9","11.680000000000007","0","11.680000000000007","0","0","88.32","0","0","0","3.9988","158","5.830951771341668","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","12.019999999999996","0","12.019999999999996","0","0","87.98","0","0","0","3.9988","186","5.912815812975088","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","6.359999999999999","0","6.359999999999999","0","0","93.64","0","0","0","3.9988","150","5.904351855552647","0","46.22","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","10","9.599999999999994","0","9.599999999999994","0","0","90.4","0","0","0","3.9988","158","5.830951771341689","0","45.58","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","12.439999999999998","0","12.439999999999998","0","0","87.56","0","0","0","3.9988","167","6.092669586030261","0","45.34","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","6.239999999999995","0","6.239999999999995","0","0","93.76","0","0","0","3.9988","225","6.758604464448452","0","50.4","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","5.159999999999997","0","5.159999999999997","0","0","94.84","0","0","0","3.9988","150","5.904351855552658","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","7.040000000000006","0","7.040000000000006","0","0","92.96","0","0","0","3.9988","191","5.9685780002166124","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","9.980000000000004","0","9.980000000000004","0","0","90.02","0","0","0","3.9988","167","6.092669586030268","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","11","7.260000000000005","0","7.260000000000005","0","0","92.74","0","0","0","3.9988","158","5.830951771341734","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","9.700000000000003","0","9.700000000000003","0","0","90.3","0","0","0","3.9988","186","5.912815812975104","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","4.219999999999999","0","4.219999999999999","0","0","95.78","0","0","0","3.9988","150","5.904351855552611","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","5.760000000000005","0","5.760000000000005","0","0","94.24","0","0","0","3.9988","191","5.968578000216653","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","5.1000000000000085","0","5.1000000000000085","0","0","94.89999999999999","0","0","0","3.9988","225","6.758604464448455","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","8","0","8","0","0","92","0","0","0","3.9988","167","6.0926695860302225","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","12","6.040000000000006","0","6.040000000000006","0","0","93.96","0","0","0","3.9988","158","5.830951771341729","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","7.540000000000006","0","7.540000000000006","0","0","92.46","0","0","0","3.9988","186","5.912815812975103","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","3.3800000000000097","0","3.3800000000000097","0","0","96.61999999999999","0","0","0","3.9988","150","5.904351855552636","0","46.22","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","4.1000000000000085","0","4.1000000000000085","0","0","95.89999999999999","0","0","0","3.9988","225","6.75860446444841","0","50.4","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","4.739999999999995","0","4.739999999999995","0","0","95.26","0","0","0","3.9988","191","5.968578000216621","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","6.579999999999998","0","6.579999999999998","0","0","93.42","0","0","0","3.9988","167","6.092669586030239","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","13","4.780000000000001","0","4.780000000000001","0","0","95.22","0","0","0","3.9988","158","5.830951771341713","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","5.959999999999994","0","5.959999999999994","0","0","94.04","0","0","0","3.9988","186","5.912815812975143","0","46.5","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","3.259999999999991","0","3.259999999999991","0","0","96.74000000000001","0","0","0","3.9988","225","6.758604464448468","0","50.4","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","2.739999999999995","0","2.739999999999995","0","0","97.26","0","0","0","3.9988","150","5.904351855552654","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","3.6599999999999966","0","3.6599999999999966","0","0","96.34","0","0","0","3.9988","191","5.968578000216643","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","5.019999999999996","0","5.019999999999996","0","0","94.98","0","0","0","3.9988","167","6.092669586030212","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","14","3.739999999999995","0","3.739999999999995","0","0","96.26","0","0","0","3.9988","158","5.830951771341681","0","45.58","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","21","2.280000000000001","0","2.280000000000001","0","0","97.72","0","0","0","3.9988","150","5.9043518555526315","0","46.22","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","4.780000000000001","0","4.780000000000001","0","0","95.22","0","0","0","3.9988","186","5.912815812975129","0","46.5","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","2.819999999999993","0","2.819999999999993","0","0","97.18","0","0","0","3.9988","225","6.758604464448463","0","50.4","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","2.819999999999993","0","2.819999999999993","0","0","97.18","0","0","0","3.9988","191","5.968578000216656","0","45.16","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","4.039999999999992","0","4.039999999999992","0","0","95.96000000000001","0","0","0","3.9988","167","6.09266958603019","0","45.34","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","3.8200000000000074","0","3.8200000000000074","0","0","96.17999999999999","0","0","0","3.9988","186","5.912815812975104","0","46.5","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","15","2.980000000000004","0","2.980000000000004","0","0","97.02","0","0","0","3.9988","158","5.8309517713417245","0","45.58","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","22","1.8400000000000034","0","1.8400000000000034","0","0","98.16","0","0","0","3.9988","150","5.904351855552633","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","2.3599999999999994","0","2.3599999999999994","0","0","97.64","0","0","0","3.9988","191","5.9685780002166196","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","2.259999999999991","0","2.259999999999991","0","0","97.74000000000001","0","0","0","3.9988","225","6.758604464448484","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","3.1599999999999966","0","3.1599999999999966","0","0","96.84","0","0","0","3.9988","167","6.092669586030267","0","45.34","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","23","1.5","0","1.5","0","0","98.5","0","0","0","3.9988","150","5.904351855552631","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","21","1.8599999999999994","0","1.8599999999999994","0","0","98.14","0","0","0","3.9988","191","5.968578000216622","0","45.16","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","3.219999999999999","0","3.219999999999999","0","0","96.78","0","0","0","3.9988","186","5.912815812975148","0","46.5","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","2.3800000000000097","0","2.3800000000000097","0","0","97.61999999999999","0","0","0","3.9988","167","6.092669586030234","0","45.34","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","16","2.3599999999999994","0","2.3599999999999994","0","0","97.64","0","0","0","3.9988","158","5.830951771341685","0","45.58","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","1.7999999999999972","0","1.7999999999999972","0","0","98.2","0","0","0","3.9988","225","6.7586044644484815","0","50.4","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","24","1.1600000000000108","0","1.1600000000000108","0","0","98.83999999999999","0","0","0","3.9988","150","5.904351855552636","0","46.22","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","21","1.8599999999999994","0","1.8599999999999994","0","0","98.14","0","0","0","3.9988","167","6.092669586030279","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","22","1.5","0","1.5","0","0","98.5","0","0","0","3.9988","191","5.9685780002166275","0","45.16","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0","3.9988","186","5.912815812975096","0","46.5","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","17","1.8199999999999932","0","1.8199999999999932","0","0","98.18","0","0","0","3.9988","158","5.8309517713416685","0","45.58","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","1.2399999999999949","0","1.2399999999999949","0","0","98.76","0","0","0","3.9988","225","6.758604464448443","0","50.4","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","25","1.019999999999996","0","1.019999999999996","0","0","98.98","0","0","0","3.9988","150","5.904351855552641","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","23","1.1600000000000108","0","1.1600000000000108","0","0","98.83999999999999","0","0","0","3.9988","191","5.968578000216588","0","45.16","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","1.0600000000000023","0","1.0600000000000023","0","0","98.94","0","0","0","3.9988","225","6.75860446444843","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","22","1.5799999999999983","0","1.5799999999999983","0","0","98.42","0","0","0","3.9988","167","6.092669586030271","0","45.34","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","26","0.7399999999999949","0","0.7399999999999949","0","0","99.26","0","0","0","3.9988","150","5.90435185555263","0","46.22","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","18","1.4399999999999977","0","1.4399999999999977","0","0","98.56","0","0","0","3.9988","158","5.830951771341726","0","45.58","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","24","0.9200000000000017","0","0.9200000000000017","0","0","99.08","0","0","0","3.9988","191","5.968578000216657","0","45.16","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","21","2.299999999999997","0","2.299999999999997","0","0","97.7","0","0","0","3.9988","186","5.9128158129751105","0","46.5","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","21","0.8400000000000034","0","0.8400000000000034","0","0","99.16","0","0","0","3.9988","225","6.7586044644484495","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","23","1.2999999999999972","0","1.2999999999999972","0","0","98.7","0","0","0","3.9988","167","6.0926695860303","0","45.34","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","27","0.6600000000000108","0","0.6600000000000108","0","0","99.33999999999999","0","0","0","3.9988","150","5.90435185555265","0","46.22","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","25","0.7600000000000051","0","0.7600000000000051","0","0","99.24","0","0","0","3.9988","191","5.968578000216602","0","45.16","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","19","1.0799999999999983","0","1.0799999999999983","0","0","98.92","0","0","0","3.9988","158","5.83095177134169","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","22","1.8199999999999932","0","1.8199999999999932","0","0","98.18","0","0","0","3.9988","186","5.912815812975145","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","28","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0","3.9988","150","5.904351855552661","0","46.22","3500","3750"
"11","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","22","0.7399999999999949","0","0.7399999999999949","0","0","99.26","0","0","0","3.9988","225","6.758604464448476","0","50.4","3500","3750"
"10","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","24","1.0799999999999983","0","1.0799999999999983","0","0","98.92","0","0","0","3.9988","167","6.092669586030207","0","45.34","3500","3750"
"8","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","26","0.5799999999999983","0","0.5799999999999983","0","0","99.42","0","0","0","3.9988","191","5.968578000216677","0","45.16","3500","3750"
"12","none","targeted","BA","30","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","20","0.8400000000000034","0","0.8400000000000034","0","0","99.16","0","0","0","3.9988","158","5.830951771341716","0","45.58","3500","3750"
"9","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","23","1.3800000000000097","0","1.3800000000000097","0","0","98.61999999999999","0","0","0","3.9988","186","5.912815812975099","0","46.5","3500","3750"
"7","none","targeted","BA","10","5000","70","5","95","80","75","2","0.1","0.1","0.5","1","1","50","29","0.46000000000000796","0","0.46000000000000796","0","0","99.53999999999999","0","0","0","3.9988","150","5.904351855552682","0","46.22","3500","3750"
