"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"null"
"exp4_2*2"
"08/07/2026 20:15:49:245 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","treatment","targeting-mode","network-type","p0","legal-strength","legal-response-time","legal-accuracy","platform-accuracy","platform-speed","num-nodes","ba-m","ws-rewire-prob","beta0","amplification","super-ratio","lambda-weight","max-ticks","[step]","effectiveness","over-removal-rate","net-effectiveness","removal-precision","error-rate","current-pollution-rate","count-wrongly-removed","deleted-count","false-deleted"
"33","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","46","77.7","14.000000000000002","63.7","95.81320450885669","4.186795491143317","22.3","140","3570","156"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","43","61.7","14.799999999999999","46.900000000000006","95.26850507982584","4.731494920174165","38.3","148","3282","163"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","0","90","0","90","0","0","10","0","0","0"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","33","63.3","11","52.3","95.152013147083","4.84798685291701","36.7","110","2316","118"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","5","72","2.6","69.4","76.36363636363637","23.636363636363637","28.000000000000004","26","84","26"
"33","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","47","71.6","14.000000000000002","57.599999999999994","95.81320450885669","4.186795491143317","28.4","140","3570","156"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","33","67.9","13.4","54.50000000000001","93.68911478187208","6.310885218127912","32.1","134","2212","149"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","44","52.800000000000004","14.799999999999999","38.00000000000001","95.26850507982584","4.731494920174165","47.199999999999996","148","3282","163"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","1","95.7","2.4","93.3","78.18181818181819","21.818181818181817","4.3","24","86","24"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","34","53.699999999999996","11","42.699999999999996","95.152013147083","4.84798685291701","46.300000000000004","110","2316","118"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","6","87.1","5.3","81.8","85.86666666666667","14.133333333333335","12.9","53","322","53"
"33","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","48","62.3","14.000000000000002","48.3","95.81320450885669","4.186795491143317","37.7","140","3570","156"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","34","61.3","13.4","47.9","93.68911478187208","6.310885218127912","38.7","134","2212","149"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","45","44.599999999999994","14.799999999999999","29.799999999999997","95.26850507982584","4.731494920174165","55.400000000000006","148","3282","163"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","2","92.8","2.4","90.39999999999999","78.18181818181819","21.818181818181817","7.199999999999999","24","86","24"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","35","46.599999999999994","11","35.599999999999994","95.152013147083","4.84798685291701","53.400000000000006","110","2316","118"
"33","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","49","54.4","14.000000000000002","40.4","95.81320450885669","4.186795491143317","45.6","140","3570","156"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","3","87.5","2.4","85.1","78.18181818181819","21.818181818181817","12.5","24","86","24"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","46","78.9","15.8","63.10000000000001","95.51892866340458","4.481071336595416","21.099999999999998","158","3709","174"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","35","52.5","13.4","39.1","93.68911478187208","6.310885218127912","47.5","134","2212","149"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","4","80.6","2.4","78.19999999999999","78.18181818181819","21.818181818181817","19.400000000000002","24","86","24"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","36","80.7","12","68.7","95.49929676511954","4.50070323488045","19.3","120","2716","128"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","47","70.1","15.8","54.3","95.51892866340458","4.481071336595416","29.9","158","3709","174"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","5","72.9","2.4","70.5","78.18181818181819","21.818181818181817","27.1","24","86","24"
"33","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","50","45.9","14.000000000000002","31.9","95.81320450885669","4.186795491143317","54.1","140","3570","156"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","36","82.1","14.499999999999998","67.6","94.00653832183073","5.99346167816927","17.9","145","2588","165"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","37","74.2","12","62.2","95.49929676511954","4.50070323488045","25.8","120","2716","128"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","48","58.7","15.8","42.900000000000006","95.51892866340458","4.481071336595416","41.3","158","3709","174"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","6","88.1","3.9","84.19999999999999","88.79310344827587","11.206896551724139","11.899999999999999","39","309","39"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","37","73","14.499999999999998","58.5","94.00653832183073","5.99346167816927","27","145","2588","165"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","7","82.2","5.3","76.9","85.86666666666667","14.133333333333335","17.8","53","322","53"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","38","63.7","12","51.7","95.49929676511954","4.50070323488045","36.3","120","2716","128"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","49","49.3","15.8","33.5","95.51892866340458","4.481071336595416","50.7","158","3709","174"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","7","82.4","3.9","78.5","88.79310344827587","11.206896551724139","17.599999999999998","39","309","39"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","38","64.9","14.499999999999998","50.400000000000006","94.00653832183073","5.99346167816927","35.099999999999994","145","2588","165"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","8","75.2","3.9","71.3","88.79310344827587","11.206896551724139","24.8","39","309","39"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","39","54","12","42","95.49929676511954","4.50070323488045","46","120","2716","128"
"31","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","50","41.1","15.8","25.3","95.51892866340458","4.481071336595416","58.9","158","3709","174"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","9","67.19999999999999","3.9","63.29999999999999","88.79310344827587","11.206896551724139","32.800000000000004","39","309","39"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","8","75.8","5.3","70.5","85.86666666666667","14.133333333333335","24.2","53","322","53"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","39","55.5","14.499999999999998","41","94.00653832183073","5.99346167816927","44.5","145","2588","165"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","10","58.800000000000004","3.9","54.900000000000006","88.79310344827587","11.206896551724139","41.199999999999996","39","309","39"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","40","44.099999999999994","12","32.099999999999994","95.49929676511954","4.50070323488045","55.900000000000006","120","2716","128"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","9","67","5.3","61.7","85.86666666666667","14.133333333333335","33","53","322","53"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","40","46.5","14.499999999999998","32","94.00653832183073","5.99346167816927","53.5","145","2588","165"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","11","83","5.2","77.8","92.31884057971016","7.681159420289855","17","52","637","53"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","41","77.7","13","64.7","95.75831553249924","4.241684467500763","22.3","130","3138","139"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","0","90","0","90","0","0","10","0","0","0"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","12","78.2","5.2","73","92.31884057971016","7.681159420289855","21.8","52","637","53"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","10","57.300000000000004","5.3","52.00000000000001","85.86666666666667","14.133333333333335","42.699999999999996","53","322","53"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","41","78.5","15.6","62.9","94.45669291338584","5.543307086614173","21.5","156","2999","176"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","42","69.6","13","56.599999999999994","95.75831553249924","4.241684467500763","30.4","130","3138","139"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","13","72","5.2","66.8","92.31884057971016","7.681159420289855","28.000000000000004","52","637","53"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","1","96.1","2.3","93.8","80","20","3.9","23","92","23"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","42","72.5","15.6","56.9","94.45669291338584","5.543307086614173","27.500000000000004","156","2999","176"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","11","82.1","6.5","75.6","91.17647058823529","8.823529411764707","17.9","65","682","66"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","14","63.6","5.2","58.4","92.31884057971016","7.681159420289855","36.4","52","637","53"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","2","94.7","2.3","92.4","80","20","5.3","23","92","23"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","43","60.6","13","47.6","95.75831553249924","4.241684467500763","39.4","130","3138","139"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","43","63.5","15.6","47.9","94.45669291338584","5.543307086614173","36.5","156","2999","176"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","3","92.5","2.3","90.2","80","20","7.5","23","92","23"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","15","55.4","5.2","50.199999999999996","92.31884057971016","7.681159420289855","44.6","52","637","53"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","12","74.3","6.5","67.8","91.17647058823529","8.823529411764707","25.7","65","682","66"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","44","50.9","13","37.9","95.75831553249924","4.241684467500763","49.1","130","3138","139"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","44","55.5","15.6","39.9","94.45669291338584","5.543307086614173","44.5","156","2999","176"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","0","90","0","90","0","0","10","0","0","0"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","4","88.6","2.3","86.3","80","20","11.4","23","92","23"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","16","83","6.2","76.8","93.80952380952381","6.190476190476191","17","62","985","65"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","13","64.80000000000001","6.5","58.30000000000001","91.17647058823529","8.823529411764707","35.199999999999996","65","682","66"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","5","82.9","2.3","80.60000000000001","80","20","17.1","23","92","23"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","45","41.2","13","28.200000000000003","95.75831553249924","4.241684467500763","58.8","130","3138","139"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","1","95.2","1.9","93.3","82.0754716981132","17.92452830188679","4.8","19","87","19"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","45","44.8","15.6","29.199999999999996","94.45669291338584","5.543307086614173","55.2","156","2999","176"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","14","55.4","6.5","48.9","91.17647058823529","8.823529411764707","44.6","65","682","66"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","2","90.8","1.9","88.89999999999999","82.0754716981132","17.92452830188679","9.2","19","87","19"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","17","75.2","6.2","69","93.80952380952381","6.190476190476191","24.8","62","985","65"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","6","91.9","4.5","87.4","84.66666666666667","15.333333333333332","8.1","45","254","46"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","15","45.8","6.5","39.3","91.17647058823529","8.823529411764707","54.2","65","682","66"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","18","67.19999999999999","6.2","60.999999999999986","93.80952380952381","6.190476190476191","32.800000000000004","62","985","65"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","3","85.4","1.9","83.5","82.0754716981132","17.92452830188679","14.6","19","87","19"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","7","87.4","4.5","82.9","84.66666666666667","15.333333333333332","12.6","45","254","46"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","46","77.9","14.2","63.7","95.92055823939883","4.079441760601181","22.1","142","3574","152"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","46","80.2","16.900000000000002","63.3","94.74702792369368","5.252972076306331","19.8","169","3427","190"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","19","58.1","6.2","51.9","93.80952380952381","6.190476190476191","41.9","62","985","65"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","16","79.4","7.9","71.5","92.96137339055794","7.03862660944206","20.599999999999998","79","1083","82"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","8","82","4.5","77.5","84.66666666666667","15.333333333333332","18","45","254","46"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","20","51.2","6.2","45","93.80952380952381","6.190476190476191","48.8","62","985","65"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","4","79.3","1.9","77.39999999999999","82.0754716981132","17.92452830188679","20.7","19","87","19"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","47","70.9","14.2","56.7","95.92055823939883","4.079441760601181","29.099999999999998","142","3574","152"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","47","72.6","16.900000000000002","55.69999999999999","94.74702792369368","5.252972076306331","27.400000000000002","169","3427","190"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","17","72.4","7.9","64.5","92.96137339055794","7.03862660944206","27.6","79","1083","82"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","5","71.6","1.9","69.69999999999999","82.0754716981132","17.92452830188679","28.4","19","87","19"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","9","75.5","4.5","71","84.66666666666667","15.333333333333332","24.5","45","254","46"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","48","60.9","14.2","46.7","95.92055823939883","4.079441760601181","39.1","142","3574","152"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","21","82.2","7.9","74.3","94.26002766251729","5.739972337482711","17.8","79","1363","83"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","48","63.800000000000004","16.900000000000002","46.900000000000006","94.74702792369368","5.252972076306331","36.199999999999996","169","3427","190"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","18","62.3","7.9","54.4","92.96137339055794","7.03862660944206","37.7","79","1083","82"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","6","87.3","3.8","83.5","89.32584269662921","10.674157303370785","12.7","38","318","38"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","10","67.5","4.5","63","84.66666666666667","15.333333333333332","32.5","45","254","46"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","22","75.3","7.9","67.39999999999999","94.26002766251729","5.739972337482711","24.7","79","1363","83"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","49","51.7","14.2","37.5","95.92055823939883","4.079441760601181","48.3","142","3574","152"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","19","52.900000000000006","7.9","45.00000000000001","92.96137339055794","7.03862660944206","47.099999999999994","79","1083","82"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","7","80.6","3.8","76.8","89.32584269662921","10.674157303370785","19.400000000000002","38","318","38"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","49","54.9","16.900000000000002","38","94.74702792369368","5.252972076306331","45.1","169","3427","190"
"34","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","50","42.50000000000001","14.2","28.300000000000008","95.92055823939883","4.079441760601181","57.49999999999999","142","3574","152"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","11","86.7","5.7","81","90.03436426116839","9.965635738831615","13.3","57","524","58"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","23","66.9","7.9","59.00000000000001","94.26002766251729","5.739972337482711","33.1","79","1363","83"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","8","73.6","3.8","69.8","89.32584269662921","10.674157303370785","26.400000000000002","38","318","38"
"35","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","50","46.5","16.900000000000002","29.599999999999998","94.74702792369368","5.252972076306331","53.5","169","3427","190"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","20","43.00000000000001","7.9","35.10000000000001","92.96137339055794","7.03862660944206","56.99999999999999","79","1083","82"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","12","81.9","5.7","76.2","90.03436426116839","9.965635738831615","18.099999999999998","57","524","58"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","24","58.4","7.9","50.5","94.26002766251729","5.739972337482711","41.6","79","1363","83"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","9","64.30000000000001","3.8","60.500000000000014","89.32584269662921","10.674157303370785","35.699999999999996","38","318","38"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","21","78.7","9.1","69.60000000000001","94.06620861961275","5.933791380387258","21.3","91","1506","95"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","13","73.9","5.7","68.2","90.03436426116839","9.965635738831615","26.1","57","524","58"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","25","49.6","7.9","41.7","94.26002766251729","5.739972337482711","50.4","79","1363","83"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","10","54.5","3.8","50.7","89.32584269662921","10.674157303370785","45.5","38","318","38"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","14","64.80000000000001","5.7","59.10000000000001","90.03436426116839","9.965635738831615","35.199999999999996","57","524","58"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","22","72.19999999999999","9.1","63.09999999999999","94.06620861961275","5.933791380387258","27.800000000000004","91","1506","95"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","15","53.699999999999996","5.7","47.99999999999999","90.03436426116839","9.965635738831615","46.300000000000004","57","524","58"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","23","61.4","9.1","52.3","94.06620861961275","5.933791380387258","38.6","91","1506","95"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","26","81","9.2","71.8","94.71127900701565","5.2887209929843495","19","92","1755","98"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","16","81.8","7.5","74.3","91.88619599578503","8.113804004214963","18.2","75","872","77"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","11","82.6","5","77.6","93.15068493150685","6.8493150684931505","17.4","50","680","50"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","27","73.4","9.2","64.2","94.71127900701565","5.2887209929843495","26.6","92","1755","98"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","24","52.7","9.1","43.6","94.06620861961275","5.933791380387258","47.3","91","1506","95"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","12","76.7","5","71.7","93.15068493150685","6.8493150684931505","23.3","50","680","50"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","28","64.7","9.2","55.5","94.71127900701565","5.2887209929843495","35.3","92","1755","98"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","17","75.2","7.5","67.7","91.88619599578503","8.113804004214963","24.8","75","872","77"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","0","90","0","90","0","0","10","0","0","0"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","29","55.199999999999996","9.2","46","94.71127900701565","5.2887209929843495","44.800000000000004","92","1755","98"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","13","68.7","5","63.7","93.15068493150685","6.8493150684931505","31.3","50","680","50"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","18","66.1","7.5","58.599999999999994","91.88619599578503","8.113804004214963","33.900000000000006","75","872","77"
"41","legal","random","BA","30","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","0","70","0","70","0","0","30","0","0","0"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","25","43.8","9.1","34.699999999999996","94.06620861961275","5.933791380387258","56.2","91","1506","95"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","30","47.099999999999994","9.2","37.89999999999999","94.71127900701565","5.2887209929843495","52.900000000000006","92","1755","98"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","19","56.3","7.5","48.8","91.88619599578503","8.113804004214963","43.7","75","872","77"
"39","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","14","60.4","5","55.4","93.15068493150685","6.8493150684931505","39.6","50","680","50"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","1","95.6","4.3","91.3","67.17557251908397","32.82442748091603","4.3999999999999995","43","88","43"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","31","79.1","10","69.1","95.32215357458075","4.677846425419241","20.9","100","2160","106"
"41","legal","random","BA","30","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","1","86.8","2.1","84.7","92.25092250922509","7.7490774907749085","13.200000000000001","21","250","21"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","26","79.2","10.5","68.7","94.62628236443575","5.37371763556424","20.8","105","1937","110"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","2","93.5","4.3","89.2","67.17557251908397","32.82442748091603","6.5","43","88","43"
"38","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","20","47.599999999999994","7.5","40.099999999999994","91.88619599578503","8.113804004214963","52.400000000000006","75","872","77"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","32","73.4","10","63.400000000000006","95.32215357458075","4.677846425419241","26.6","100","2160","106"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","3","89.1","4.3","84.8","67.17557251908397","32.82442748091603","10.9","43","88","43"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","4","81.9","4.3","77.60000000000001","67.17557251908397","32.82442748091603","18.099999999999998","43","88","43"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","27","70.6","10.5","60.099999999999994","94.62628236443575","5.37371763556424","29.4","105","1937","110"
"41","legal","random","BA","30","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","2","80.9","2.1","78.80000000000001","92.25092250922509","7.7490774907749085","19.1","21","250","21"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","33","66.1","10","56.099999999999994","95.32215357458075","4.677846425419241","33.900000000000006","100","2160","106"
"40","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","5","74.1","4.3","69.8","67.17557251908397","32.82442748091603","25.900000000000002","43","88","43"
"36","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","28","61.7","10.5","51.2","94.62628236443575","5.37371763556424","38.3","105","1937","110"
"37","legal","random","BA","10","70","5","95","80","75","1000","2","0.1","0.1","0.5","1","1","50","34","56.6","10","46.6","95.32215357458075","4.677846425419241","43.4","100","2160","106"
